العام,الربع,الكيان القانوني,المكتب,باب النشاط,قسم النشاط,حجم المنشأة,عدد المنشآت المسجلة بمشترك واحد أو أكثر
2024,الربع الأول,منشأة محدودة,مكتب المنطقة الشرقية,لأنشطة المالية وأنشطة التأمين,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب المنطقة الشرقية,لأنشطة المالية وأنشطة التأمين,الأنشطة المساعدة لأنشطة الخدمات المالية وأنشطة التأمين,400 ~ 499,1
2024,الربع الأول,منشأة محدودة,مكتب المنطقة الشرقية,لأنشطة المالية وأنشطة التأمين,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,1 ~ 4,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,400 ~ 499,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,أنشطة الخدمات الشخصية الأخرى,>= 500,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,1 ~ 4,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,5 ~ 9,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة الخدمات الأخرى,إصلاح أجهزة الحاسوب والسلع الشخصية والمنزلية,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,1 ~ 4,42
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,5 ~ 9,31
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,10 ~ 19,36
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,20 ~ 39,22
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,40 ~ 59,12
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,60 ~ 79,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,أنشطة خدمات الأطعمة والمشروبات,100 ~ 199,7
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,الإقامة,1 ~ 4,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,الإقامة,5 ~ 9,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,الإقامة,10 ~ 19,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,الإقامة,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة خدمات الاقامة والطعام,الإقامة,80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,"أنشطة العمل الاجتماعي، دون إقامة",80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,1 ~ 4,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,5 ~ 9,10
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,10 ~ 19,6
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,20 ~ 39,12
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,40 ~ 59,7
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,100 ~ 199,6
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,أنشطة صحة الانسان والعمل الاجتماعي,الصحة البشرية,200 ~ 299,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,توصيل الكهرباء والغاز والبخار وتكييف الهواء,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,توصيل الكهرباء والغاز والبخار وتكييف الهواء,10 ~ 19,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات الكهرباء والغاز والبخار وتكييف الهواء,توصيل الكهرباء والغاز والبخار وتكييف الهواء,60 ~ 79,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,أنشطة المعالجة وخدمات إدارة النفايات الأخرى,>= 500,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,"أنشطة جمع النفايات ومعالجتها وتصريفها ، واسترجاع المواد",40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,الصرف الصحي,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,إمدادات المياه وأنشطة الصرف الصحي وإدارة النفايات ومعالجتها,الصرف الصحي,>= 500,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة العقارية,الأنشطة العقارية,1 ~ 4,18
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة العقارية,الأنشطة العقارية,5 ~ 9,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة العقارية,الأنشطة العقارية,10 ~ 19,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة العقارية,الأنشطة العقارية,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,أبحاث الإعلان والسوق,1 ~ 4,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,أبحاث الإعلان والسوق,5 ~ 9,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",1 ~ 4,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",5 ~ 9,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",10 ~ 19,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",20 ~ 39,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المعمارية والهندسية ، والاختبارات الفنية والتحليل",80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,"أنشطة المكاتب الرئيسية، والأنشطة الاستشارية في مجال الإدارة",60 ~ 79,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة البيطرية,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,1 ~ 4,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة القانونية وأنشطة المحاسبة,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة المهنية والعلمية والتقنية الأخرى,1 ~ 4,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الأنشطة المهنية والعلمية والتقنية,الأنشطة المهنية والعلمية والتقنية الأخرى,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,"الإدارة العامة والدفاع , الضمان الاجتماعي الالزامي",الإدارة العامة والدفاع ؛ والضمان الاجتماعي الإلزامي,1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,1 ~ 4,10
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,5 ~ 9,12
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,10 ~ 19,10
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,20 ~ 39,12
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,40 ~ 59,9
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,60 ~ 79,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,200 ~ 299,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,أنشطة التشييد المتخصصة,300 ~ 399,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,1 ~ 4,7
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,5 ~ 9,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,20 ~ 39,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,80 ~ 99,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,300 ~ 399,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,الهندسة المدنية,>= 500,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,1 ~ 4,61
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,5 ~ 9,31
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,10 ~ 19,18
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,20 ~ 39,18
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,40 ~ 59,12
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,60 ~ 79,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,80 ~ 99,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,100 ~ 199,11
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,200 ~ 299,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التشييد,تشييد المباني,>= 500,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,أنشطة خدمات دعم التعدين,1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,أنشطة خدمات دعم التعدين,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,1 ~ 4,12
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,5 ~ 9,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,10 ~ 19,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,20 ~ 39,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,الأنشطة الأخرى للتعدين واستغلال المحاجر,100 ~ 199,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعدين واستغلال المحاجر,تعدين ركازات الفلزات,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,1 ~ 4,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,5 ~ 9,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,10 ~ 19,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,20 ~ 39,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,40 ~ 59,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,60 ~ 79,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,100 ~ 199,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,التعليم,التعليم,200 ~ 299,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة الأمن والتحقيقات,1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة الأمن والتحقيقات,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة الأمن والتحقيقات,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة الاستخدام,1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,1 ~ 4,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,5 ~ 9,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,10 ~ 19,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,20 ~ 39,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,أنشطة تقديم الخدمات للمباني وتجميل المواقع,300 ~ 399,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,"الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال",1 ~ 4,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,"الأنشطة الإدارية للمكاتب ، وأنشطة الدعم للمكاتب وغير ذلك من أنشطة الدعم للأعمال",5 ~ 9,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,1 ~ 4,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,5 ~ 9,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,10 ~ 19,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,20 ~ 39,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,الأنشطة الإيجارية,300 ~ 399,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الخدمات الإدارية وخدمات الدعم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,1 ~ 4,7
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,1 ~ 4,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,5 ~ 9,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,60 ~ 79,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,200 ~ 299,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الزراعة والحراجة وصيد الأسماك,أنشطة زراعة المحاصيل والإنتاج الحيواني والصيد والخدمات المتصلة,>= 500,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,1 ~ 4,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,5 ~ 9,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,إصلاح وتركيب الآلات والمعدات,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,الصناعة التحويلية الأخرى,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,الطباعة واستنساخ وسائط الأعلام المسجّلة,1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,الطباعة واستنساخ وسائط الأعلام المسجّلة,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,80 ~ 99,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الأثاث,5 ~ 9,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الأثاث,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الأثاث,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الأثاث,60 ~ 79,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الأثاث,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,20 ~ 39,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",1 ~ 4,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,"صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر",20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع الفلزات القاعدية,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المشروبات,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المشروبات,10 ~ 19,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المشروبات,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المشروبات,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المشروبات,200 ~ 299,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع المعدات الكهربائية,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صنع المعدات الكهربائية,40 ~ 59,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع الملبوسات,1 ~ 4,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع الملبوسات,5 ~ 9,4
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع الملبوسات,20 ~ 39,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع الملبوسات,60 ~ 79,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع الملبوسات,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,1 ~ 4,8
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,5 ~ 9,9
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,10 ~ 19,7
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,20 ~ 39,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,40 ~ 59,5
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,80 ~ 99,3
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,100 ~ 199,2
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنتجات الغذائية,>= 500,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنسوجات,5 ~ 9,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المنسوجات,100 ~ 199,1
2024,الربع الأول,منشأة محدودة,مكتب محافظة الأحساء,الصناعة التحويلية,صُنع المواد الكيميائية والمنتجات الكيميائية,1 ~ 4,1
